id,vehicle.age,vehicle.value,body,seats,drive,mpg,length,height,hp,engine.size,cylinders,fuel
mIeD32,30,198,sedan,5,FWD,53,184,56,127,2,4,diesel
bZrp42,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
I0XE1q,4,15291,suv,5,AWD,42,176,63,131,2,4,diesel
vyoqEk,27,293,sedan,5,FWD,35,183,57,169,2,4,gasoline
oJJTTs,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
iqCVx2,7,4568,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
24MhPH,18,3480,suv,8,RWD,31,205,75,287,6,8,diesel
Dc300B,12,3372,suv,5,FWD,45,165,63,127,2,4,diesel
vaZOKa,7,18598,sedan,5,AWD,27,194,57,261,2,4,gasoline/hybrid
WJctrt,12,9236,suv,8,RWD,29,210,77,329,3.5,6,diesel
NSaYv3,10,8076,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
pLL0JD,13,1749,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
TK42cS,12,2639,sedan,5,FWD,31,179,58,160,2,4,flex
NPejvb,23,530,sedan,5,FWD,37,184,56,147,2,4,gasoline
InfcKq,15,2631,suv,5,AWD,42,176,63,131,2,4,diesel
mycpfb,11,3097,sedan,5,FWD,31,179,58,160,2,4,flex
BcaWMR,4,9491,sedan,5,FWD,31,179,58,160,2,4,flex
F3zKEc,2,15975,sedan,5,FWD,35,183,57,169,2,4,gasoline
Wweyx2,11,7914,suv,8,AWD,36,202,69,242,3.3,6,diesel
kkpoAU,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
hdwVih,16,6107,suv,8,RWD,19,210,76,440,3.5,6,gasoline
UDHuwr,9,12794,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
yLdyAo,17,2635,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
rFTrAc,15,7167,suv,8,RWD,19,210,76,440,3.5,6,gasoline
mjhUac,11,4301,suv,5,AWD,29,176,63,152,2,4,gasoline
Hdzhr4,1,34086,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
t2oZOk,15,1905,sesan,5,fwd,37,184,NA,147,2,4,gasoline
ayInzc,26,359,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
ejbboN,14,2236,sedan,5,FWD,37,184,56,147,2,4,gasoline
gJgltM,13,2748,suv,5,AWD,25,161,65,166,2,4,gasoline
uiNSbk,11,3785,sub,NA,awd,25,161,65,166,2,4,gasoline
ho1PzD,6,20676,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
RN21zy,11,7914,sedan,5,FWD,36,195,56,235,2,4,diesel
x0Hzss,22,681,suv,5,FWD,48,169,63,105,1.6,4,diesel
kqz0CZ,21,695,suv,5,FWD,33,169,63,122,1.6,4,gasoline
Z3jILk,17,1713,suv,5,FWD,30,171,65,137,1.2,3,gasoline
4QWjYZ,12,5571,suv,5,AWD,23,189,68,250,2,4,gasoline
q2uHdU,21,2744,suv,8,RWD,19,210,76,440,3.5,6,gasoline
4JRNMw,15,2268,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
BYYKEe,5,17973,sesan,5,awd,28,187,56,201,2,4,gasoline/hybrid
Kg02Ul,16,2010,suv,5,FWD,30,171,65,137,1.2,3,gasoline
t30RdV,18,3087,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
WLKvcd,12,5571,suv,5,AWD,23,189,68,250,2,4,gasoline
beqmss,1,11930,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
bg1IFB,14,2874,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
UmqsQj,24,494,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
xq2Wuz,3,23514,suv,5,AWD,23,189,68,250,2,4,gasoline
fPr2aX,4,16346,NA,5,fwd,46,196,57,166,1.5,4,diesel
wkPfRT,7,7504,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
g1enWY,17,1317,suv,5,FWD,31,165,63,147,2,4,gasoline
iI1mO3,14,4258,sedan,5,FWD,25,195,56,272,2,4,gasoline
ve3QPQ,13,2873,suv,5,FWD,48,169,63,105,1.6,4,diesel
XclUmH,9,6160,suv,5,FWD,30,171,65,137,1.2,3,gasoline
MPxfEi,18,1291,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
fNEITq,29,241,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
EPq1Wu,11,4301,sedan,5,FWD,51,183,57,146,2,4,diesel
e3FgWp,6,19910,sedan,5,RWD,42,185,55,194,2,4,diesel
wxBGSY,10,5249,suv,5,FWD,30,171,65,137,1.2,3,gasoline
Ox3CLc,21,1598,suv,8,AWD,36,202,69,242,3.3,6,diesel
aSAnax,16,3556,suv,8,AWD,36,202,69,242,3.3,6,diesel
GCTDSt,14,4045,suv,5,awd,23,189,68,250,2,4,gasoline
jODazo,5,13480,suv,5,FWD,43,171,65,118,1.2,3,diesel
pHRrcT,14,4258,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
KwzXbF,19,1913,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
cYY3Re,11,2409,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
HYSdKU,13,9869,suv,8,RWD,19,210,76,440,3.5,6,gasoline
UsD3es,4,12128,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
LQPBrM,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
FvNyJS,7,25776,suv,8,RWD,19,210,76,440,3.5,6,gasoline
2dWdBq,5,9436,sedan,5,FWD,37,184,56,147,2,4,gasoline
XPbQxK,7,8483,suv,5,FWD,30,171,65,137,1.2,3,gasoline
MZZ2V1,16,3092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
fHiCMa,5,24264,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
N1KNhQ,9,5923,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
s0Hntr,18,1291,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
pxkDyg,5,12132,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
mblStR,10,5047,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
JcZmYh,7,5873,sedan,5,FWD,49,164,60,95,1.6,4,diesel
mUtCKL,10,4846,suv,5,FWD,28,180,63,158,2,4,gasoline
WZOScy,22,622,sedan,5,FWD,37,184,56,147,2,4,gasoline
KP2gWC,14,2661,suv,5,AWD,29,176,63,152,2,4,gasoline
LZoZt4,8,6117,suv,5,AWD,25,161,65,166,2,4,gasoline
etiLAL,15,7167,suv,8,RWD,19,210,76,440,3.5,6,gasoline
C40SOb,27,386,suv,5,AWD,42,176,63,131,2,4,diesel
KbTWSZ,14,2449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
QSJXeo,22,651,suv,5,AWD,25,161,65,166,2,4,gasoline
0tpNsg,23,429,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
nUA2uA,18,1403,sedan,5,FWD,51,183,57,146,2,4,diesel
dQT1kw,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
3dvXHL,7,8157,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
u4iZjQ,8,17516,suv,8,RWD,31,208,77,287,6,8,diesel
K4lb4k,15,2449,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
CnedLb,22,740,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
Hoz4o0,2,18880,suv,5,FWD,30,171,65,137,1.2,3,gasoline
E2iz4u,18,1403,suv,5,AWD,29,176,63,152,2,4,gasoline
xB4tYK,14,4045,suv,5,AWD,23,189,68,250,2,4,gasoline
mhVHVE,5,27858,suv,8,RWD,31,205,75,287,6,8,diesel
LKsmbr,18,1403,sedan,5,FWD,51,183,57,146,2,4,diesel
ciE1Ut,7,5547,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
hz20uE,4,14237,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
haDfwu,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
zGYRoV,12,3225,sedan,5,FWD,35,183,57,169,2,4,gasoline
pPKLZr,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
dBmgYA,14,2129,suv,5,FWD,33,169,63,122,1.6,4,gasoline
SYCTRF,6,21059,suv,8,RWD,20,210,77,380,3.5,6,gasoline
1nTQwN,17,1910,suv,5,AWD,42,176,63,131,2,4,diesel
GnbVqO,30,173,sedan,5,FWD,37,184,56,147,2,4,gasoline
LXRKzj,4,20037,suv,5,AWD,23,189,68,250,2,4,gasoline
2KcsHi,10,4442,sedan,5,FWD,35,183,57,169,2,4,gasoline
EGesIB,5,24713,suv,8,RWD,20,210,77,380,3.5,6,gasoline
KEtCkJ,10,7672,suv,5,AWD,23,189,68,250,2,4,gasoline
Y3a2iq,10,5855,sedan,5,FWD,46,193,57,165,2.5,4,diesel
rGVDbO,2,45747,suv,8,RWD,29,210,77,329,3.5,6,diesel
YMOb3U,26,468,suv,5,FWD,43,171,65,118,1.2,3,diesel
syMJFn,6,9955,sedan,5,FWD,45,184,57,165,2.5,4,diesel
bGLqrG,15,3629,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
Hmcxao,9,5449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
X4mH3i,8,11121,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
RejZ0Q,27,266,suv,5,FWD,33,169,63,122,1.6,4,gasoline
2hFRKH,9,14926,suv,8,RWD,31,208,77,287,6,8,diesel
j4GkDr,12,3225,suv,5,AWD,25,161,65,166,2,4,gasoline
Ytkkgc,8,6395,suv,5,FWD,48,169,63,105,1.6,4,diesel
dW33wn,2,33403,suv,8,AWD,36,202,69,242,3.3,6,diesel
gzWxSo,3,14851,suv,5,FWD,28,180,63,158,2,4,gasoline
RzkJOW,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
OwnhlG,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
CZbg4M,20,2242,suv,8,RWD,20,210,77,380,3.5,6,gasoline
CO2fbz,12,2639,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
Bp3MnR,14,5749,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
sGyMKh,23,731,sedan,5,AWD,43,191,59,157,2.5,4,diesel
VlEFsL,16,1855,suv,5,FWD,28,180,63,158,2,4,gasoline
VeVBpx,11,3441,suv,5,FWD,31,165,63,147,2,4,gasoline
XbQQsR,17,1910,suv,5,AWD,42,176,63,131,2,4,diesel
0YufPT,23,504,suv,5,FWD,33,169,63,122,1.6,4,gasoline
yLji4S,19,1387,suv,5,AWD,42,176,63,131,2,4,diesel
R32okh,7,5873,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
nhE0Tx,22,414,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
lASssZ,8,7229,suv,5,FWD,30,171,65,137,1.2,3,gasoline
ySh2CI,12,3079,sedan,5,FWD,37,184,56,147,2,4,gasoline
vbHOVx,24,1354,suv,8,RWD,29,210,77,329,3.5,6,diesel
W4bdPO,11,13592,suv,8,RWD,19,210,76,440,3.5,6,gasoline
JGJ0Ai,13,2249,sedan,5,FWD,31,179,58,160,2,4,flex
rJhZqB,4,10546,NA,5,fwd,31,165,63,147,2,4,gasoline
2Nnduy,22,651,suv,5,AWD,25,161,65,166,2,4,gasoline
YUQSLA,5,8987,suv,5,FWD,33,169,63,122,1.6,4,gasoline
qMaWH0,18,1628,sedan,5,AWD,43,191,59,157,2.5,4,diesel
gcTSmZ,21,1876,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
Qs4LVP,3,13613,suv,5,AWD,25,161,65,166,2,4,gasoline
m2nbUF,1,34086,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
DTcBJf,10,4240,sedan,5,FWD,37,184,56,147,2,4,gasoline
umNWFZ,4,11600,sedan,5,FWD,35,183,57,169,2,4,gasoline
JRagjJ,11,4301,suv,5,AWD,29,176,63,152,2,4,gasoline
wOSMeX,21,799,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
aQ4kPI,14,4258,sedan,5,FWD,25,195,56,272,2,4,gasoline
VJMxhk,18,1291,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
FsMygB,11,3613,sedan,5,FWD,37,184,56,147,2,4,gasoline
BIPwS4,6,11104,sedan,5,AWD,43,191,59,157,2.5,4,diesel
0S3YxT,16,1701,sedan,5,FWD,35,183,57,169,2,4,gasoline
2g0e11,6,7658,suv,5,FWD,33,169,63,122,1.6,4,gasoline
vgfYHe,5,6291,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
hDKhAA,14,1916,sedan,5,FWD,49,164,60,95,1.6,4,diesel
ZrQwcj,31,386,suv,8,RWD,20,210,77,380,3.5,6,gasoline
guNpXh,23,1009,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
RbDwwv,10,4442,sedan,5,FWD,35,183,57,169,2,4,gasoline
jR1Z0i,12,9236,suv,8,RWD,31,208,77,287,6,8,diesel
gYUxdT,15,1905,sedan,5,FWD,37,184,56,147,2,4,gasoline
zuIIpM,2,14523,suv,5,FWD,33,169,63,122,1.6,4,gasoline
UL44iw,7,7504,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
Q4hG3K,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
rMipcy,18,2133,suv,5,AWD,23,189,68,250,2,4,gasoline
VIpXug,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
FdzPWP,16,3092,sedan,5,FWD,25,195,56,272,2,4,gasoline
Ri1jpZ,13,3123,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
2teIo4,5,9885,sedan,5,FWD,35,183,57,169,2,4,gasoline
BvQEqs,16,3092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
CG4Au0,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
AoBNkl,11,4129,suv,5,FWD,28,180,63,158,2,4,gasoline
ryoXoc,3,11138,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
1zJJkO,24,451,sedan,5,FWD,37,184,56,147,2,4,gasoline
1huodE,22,1125,suv,5,AWD,23,189,68,250,2,4,gasoline
O3OAQh,11,3441,suv,5,FWD,33,169,63,122,1.6,4,gasoline
pKTu2z,6,7658,suv,5,FWD,33,169,63,122,1.6,4,gasoline
zNAvrL,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
n2kMQD,13,2499,suv,5,FWD,31,165,63,147,2,4,gasoline
S1By0j,27,346,sedan,5,FWD,45,184,57,165,2.5,4,diesel
SuJpIQ,19,1005,sedan,5,FWD,37,184,56,147,2,4,gasoline
Ou0SMi,20,856,sedan,5,FWD,37,184,56,147,2,4,gasoline
Z0AVaZ,26,1420,suv,8,RWD,28,210,76,381,3.5,6,diesel
1bulPX,6,23739,suv,8,RWD,31,205,75,287,6,8,diesel
wntlEa,16,4793,suv,8,RWD,31,205,75,287,6,8,diesel
hBqfHV,21,1320,suv,5,AWD,23,189,68,250,2,4,gasoline
MSndyB,13,2499,suv,5,FWD,31,165,63,147,2,4,gasoline
rJP2nf,18,2582,sedan,5,FWD,36,195,56,235,2,4,diesel
iO2stx,21,729,sedan,5,FWD,45,179,58,138,2,4,diesel
MGDQHb,26,765,sedan,5,RWD,23,182,56,320,3,6,gasoline
3ObPCm,18,3087,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
nBn10O,16,2087,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
DvPnBl,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
Wxj3WF,12,3079,sedan,5,FWD,45,179,58,138,2,4,diesel
ZignUS,6,6126,sedan,5,FWD,45,174,58,103,1.6,4,diesel
S1AnwT,11,5161,suv,5,FWD,43,171,65,118,1.2,3,diesel
qFsqHp,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
cnHZWK,8,6951,suv,5,AWD,36,161,65,143,2,4,diesel
Yj3tyV,14,6707,suv,8,RWD,31,208,77,287,6,8,diesel
wtT0BV,11,4129,NA,5,fwd,28,180,63,158,2,4,gasoline
Fmsiur,29,164,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
YnCmKp,17,1186,sedan,5,FWD,31,179,58,160,2,4,flex
DnogVm,13,7746,suv,8,RWD,31,205,75,287,6,8,diesel
alXEf1,8,11121,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
y3hItK,12,3958,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
iZSqF1,26,453,sedan,5,FWD,43,194,58,138,1.5,4,diesel
NeuPJS,15,3447,suv,5,AWD,23,189,68,250,2,4,gasoline
3tMaPH,12,3079,sedan,5,FWD,37,184,56,147,2,4,gasoline
hcHBea,5,40889,suv,8,RWD,28,210,76,381,3.5,6,diesel
XRtTAe,3,14232,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
HChDk0,17,2635,sedan,5,awd,28,187,56,201,2,4,gasoline/hybrid
KDc0Lf,16,1391,sedan,5,FWD,31,179,58,160,2,4,flex
01SM40,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
WtKTYM,8,6673,suv,5,FWD,28,180,63,158,2,4,gasoline
ZoFBJm,19,1387,sedan,5,AWD,43,191,59,157,2.5,4,diesel
CbDljb,17,1910,sedan,5,AWD,43,191,59,157,2.5,4,diesel
LamsOK,2,13071,sedan,5,FWD,31,179,58,160,2,4,flex
BcBdfp,8,6951,suv,5,AWD,29,176,63,152,2,4,gasoline
sDrCch,16,1623,sedan,5,FWD,37,184,56,147,2,4,gasoline
DMTJzt,14,2768,suv,5,FWD,30,171,65,137,1.2,3,gasoline
eQYkKc,8,8063,sedan,5,FWD,43,194,58,138,1.5,4,diesel
Whe0gd,9,18717,suv,8,RWD,19,210,76,440,3.5,6,gasoline
CfQgbF,20,693,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
XzfJNO,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
jGvM4J,11,4129,suv,5,FWD,28,180,63,158,2,4,gasoline
0zaZQy,3,15470,suv,5,AWD,29,176,63,152,2,4,gasoline
AHugG3,17,1186,sedan,5,FWD,31,179,58,160,2,4,flex
eT3n21,7,6526,suv,5,FWD,31,165,63,147,2,4,gasoline
DLLVMd,10,12719,suv,8,RWD,31,208,77,287,6,8,diesel
QmVLuF,20,1019,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
VKicFp,19,2200,suv,8,AWD,36,202,69,242,3.3,6,diesel
4vUkLQ,7,6852,sedan,5,FWD,45,179,58,138,2,4,diesel
RdE1ZN,5,11683,suv,5,FWD,30,171,65,137,1.2,3,gasoline
40HcwB,23,605,suv,5,FWD,28,180,63,158,2,4,gasoline
rMu1F2,18,1235,sedan,5,FWD,35,183,57,169,2,4,gasoline
hleB3J,20,2201,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
yBLXKC,19,765,sedan,5,FWD,45,174,58,103,1.6,4,diesel
2q1Qiz,18,1628,suv,5,AWD,42,176,63,131,2,4,diesel
hfqMkk,11,3441,suv,5,FWD,33,169,63,122,1.6,4,gasoline
BE4yfu,10,5451,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
1BwxUF,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
VMf2bm,2,14523,suv,5,FWD,31,165,63,147,2,4,gasoline
BmYPNd,15,2177,suv,5,FWD,28,180,63,158,2,4,gasoline
BWSgmI,13,2624,sedan,5,FWD,45,179,58,138,2,4,diesel
rfvcra,17,1449,suv,5,AWD,25,161,65,166,2,4,gasoline
c2XjZg,18,1291,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
oobsLv,5,11233,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
vCxofO,2,15975,suv,5,AWD,25,161,65,166,2,4,gasoline
tydQS2,7,13051,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
pyReLs,23,958,suv,5,AWD,23,189,68,250,2,4,gasoline
JRm3SK,21,1910,suv,8,RWD,20,210,77,380,3.5,6,gasoline
A0XZqK,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
sRrva2,20,1019,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
4HtDnZ,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
QYzhPo,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
F4jlYC,7,5220,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
hsheYn,14,8410,suv,8,RWD,19,210,76,440,3.5,6,gasoline
lYA3Fy,24,494,suv,5,FWD,45,165,63,127,2,4,diesel
HPpyQd,5,11683,sedan,5,FWD,45,184,57,165,2.5,4,diesel
NAGTLj,6,10721,suv,5,FWD,41,180,63,136,2,4,diesel
YIBkE1,5,12132,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
neln1r,15,1814,suv,5,FWD,33,169,63,122,1.6,4,gasoline
B4KNPT,8,15292,suv,8,RWD,20,210,77,380,3.5,6,gasoline
GQNxbm,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
UOkZhB,6,8424,sedan,5,FWD,35,183,57,169,2,4,gasoline
XihTHJ,10,5855,sedan,5,AWD,43,191,59,157,2.5,4,diesel
GOnAWf,17,1647,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
ecXWWp,12,3372,suv,5,FWD,48,169,63,105,1.6,4,diesel
1eovm2,6,9572,suv,5,AWD,29,176,63,152,2,4,gasoline
hVzdl1,10,5451,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
nZBX4c,10,3432,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
LjMoBp,4,13182,suv,5,AWD,29,176,63,152,2,4,gasoline
etHmSB,10,5451,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
sPwq3M,24,817,suv,5,AWD,23,189,68,250,2,4,gasoline
JMpEjU,23,958,suv,5,AWD,23,189,68,250,2,4,gasoline
tDtTpq,6,30249,suv,8,RWD,19,210,76,440,3.5,6,gasoline
HaXAi3,21,834,suv,5,FWD,28,180,63,158,2,4,gasoline
htHiZe,7,7178,sedan,5,FWD,35,183,57,169,2,4,gasoline
kW2x2Q,7,7831,suv,5,FWD,28,180,63,158,2,4,gasoline
QOANeM,15,1905,sedan,5,FWD,37,184,56,147,2,4,gasoline
YKDrsC,17,2898,suv,5,AWD,33,189,68,216,2,4,diesel
Wqft4v,11,4129,suv,5,FWD,28,180,63,158,2,4,gasoline
4eY2sX,11,6882,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
fQIHJj,19,861,sedan,5,FWD,31,179,58,160,2,4,flex
kdAf4F,4,10546,suv,5,FWD,31,165,63,147,2,4,gasoline
kZJLy2,12,3372,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
sLW1oV,17,3623,suv,8,RWD,20,210,77,380,3.5,6,gasoline
FYAzRX,8,4449,sedan,5,FWD,45,174,58,103,1.6,4,diesel
dacYM2,6,8424,sedan,5,FWD,35,183,57,169,2,4,gasoline
PHs4ax,4,13710,sub,5,fwd,30,171,65,137,NA,3,gasoline
rIMIBq,28,453,suv,8,AWD,25,202,69,280,3.3,6,gasoline
iNPOZC,4,25837,sedan,5,RWD,23,182,56,320,3,6,gasoline
2cNkDO,14,1703,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
a3UtRW,15,2268,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
NclgjP,15,4173,sedan,5,FWD,36,195,56,235,2,4,diesel
wfCdtM,10,8076,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
dOIGlC,5,10784,suv,5,FWD,28,180,63,158,2,4,gasoline
KouigD,5,12132,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
VnpitB,12,3812,suv,5,FWD,30,171,65,137,1.2,3,gasoline
bJLoW4,13,1999,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
ANLcuA,18,2919,sedan,5,RWD,42,185,55,194,2,4,diesel
tsI2sY,3,13613,suv,5,AWD,25,161,65,166,2,4,gasoline
sVQGJZ,2,45021,suv,8,RWD,31,205,75,287,6,8,diesel
1hpdSP,19,3014,suv,8,RWD,29,210,77,329,3.5,6,diesel
QhDQym,4,10546,suv,5,FWD,31,165,63,147,2,4,gasoline
UplQKt,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
KRpzPA,29,241,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
qSpLQe,8,3893,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
TTEbbL,14,2661,suv,5,AWD,29,176,63,152,2,4,gasoline
e4MpRx,8,3893,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
lDoLKF,9,5923,suv,5,AWD,29,176,63,152,2,4,gasoline
yoAAwl,14,4045,suv,5,AWD,23,189,68,250,2,4,gasoline
0TlmTI,22,681,suv,5,FWD,45,165,63,127,2,4,diesel
0iJxPZ,7,7178,sedan,5,FWD,35,183,57,169,2,4,gasoline
rlnTe4,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
fqljCk,10,3230,sesan,5,FWD,34,164,60,110,1.6,4,gasoline
sXaUOL,6,20676,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
HmyxIc,10,6057,suv,5,FWD,43,171,65,118,1.2,3,diesel
3x0RFx,17,3623,suv,8,RWD,20,210,77,380,3.5,6,gasoline
Nt3mmZ,7,6526,suv,5,FWD,31,165,63,147,2,4,gasoline
QopDiQ,12,5571,suv,5,AWD,23,189,68,250,2,4,gasoline
ZAwn1H,28,283,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
IYvANw,8,8063,sedan,5,FWD,46,193,57,165,2.5,4,diesel
OjZmrh,19,3779,suv,8,RWD,19,210,76,440,3.5,6,gasoline
JGrDFc,12,2346,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
YJBMGp,26,390,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
0CIN2i,7,8157,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
ROQ1GN,16,1082,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
xhotUl,11,5333,sedan,5,FWD,46,196,57,166,1.5,4,diesel
lWeK2f,9,14926,suv,8,RWD,29,210,77,329,3.5,6,diesel
0nQ03t,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
pAaWHR,20,693,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
YPOcXg,15,1814,suv,5,FWD,33,169,63,122,1.6,4,gasoline
qKMKUq,13,4997,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
YiSpjN,13,4997,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
L3qlfT,6,21059,suv,8,RWD,20,210,77,380,3.5,6,gasoline
gPsIFP,12,3519,suv,5,FWD,28,180,63,158,2,4,gasoline
rwtURp,11,3785,suv,5,AWD,25,161,65,166,2,4,gasoline
nN1yX0,19,670,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
pn3FVM,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
1B3u2b,17,3623,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
spOlj2,12,3958,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
nPkXZM,9,5923,suv,5,AWD,29,176,63,152,2,4,gasoline
iZWftH,21,625,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
hXaAyQ,3,12376,suv,5,FWD,33,169,63,122,1.6,4,gasoline
HqkQYf,7,5873,sedan,5,FWD,31,179,58,160,2,4,flex
HhLIIJ,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
SniKfo,17,4150,suv,8,RWD,29,210,77,329,3.5,6,diesel
